"X","airt","rh","parr","bar","datetime_posx","UNIQUE_REMARK","SECONDS","NDX","REMARK","DATE","TIME","H2O","CO2","CH4","CAVITY_P","CAVITY_T","LASER_PHASE_P","LASER_T","RESIDUAL","RING_DOWN_TIME","THERMAL_ENCLOSURE_T","PHASE_ERROR","LASER_T_SHIFT","INPUT_VOLTAGE","CHK","ERROR","ERROR_comment","TEMPORAL_CHECK","PLOT","SPECIES","DBH","OLD_TAG","DEPTH1","DEPTH2","DEPTH3","DEPTH4","MEAN_DEPTH","RADIUS","VOLUME_CYLINDER","VOLUME_CAP","VOLUME_TUBES","VOLUME_CM3","VOLUME","roll_cor","vol_system","pres_torr","nmol","surfarea","CO2_ln_R2","CH4_ln_R2","CO2_ln_slope","CH4_ln_slope","CO2_SE","CH4_SE","index_CO2_ln_R2","CO2_R2_Remark_Rank","CO2_flux_umolpm2ps","CH4_flux_nmolpm2ps"
9,28.8,51,1387,1018,"2025-07-30 09:55:00",9,1753883742,16133,302,"2025-07-30","09:55:42",23330.412,461.17453,2021.9225,40.2212,55.0003,30.5889,36.4122,0.00441683,11.3344,54.5005,21,-0.194654,15.854,78,FALSE,NA,204,"H1","ro",41.4,NA,4.9,5,5.2,5.2,5.075,5.08,411.446473,19.79203372,28.88,460.1185067,0.4601185067,0.979826302818161,0.4881185067,763.563116,0.0197926600038013,0.00810731966555996,0.995886336557248,0.733463082506299,0.423202735759933,0.0101678299527657,0.00871908333480766,0.00196485587878934,"1655:1714",1,1.03317843715447,0.0248230499762413
10,28.8,51,1387,1018,"2025-07-30 10:00:00",10,1753884038,17317,677,"2025-07-30","10:00:38",23467.441,453.97098,2018.8134,40.229,55.0003,30.6451,36.4114,0.00446,11.3338,54.5005,-3.25,-0.195453,15.8222,107,FALSE,NA,204,"E1","hem",31.4,NA,5,4.9,5.2,4.7,4.95,5.08,401.3123234,19.79203372,28.88,449.9843572,0.4499843572,0.929690694087734,0.4779843572,763.563116,0.0193817315658749,0.00810731966555996,0.991697011125969,0.698443876136636,0.346044328702417,0.00770310641846131,0.0099394131255292,0.00158885950812188,"1881:1940",1,0.827269500337431,0.018415400771751
11,28.8,51,1387,1018,"2025-07-30 10:04:00",11,1753884299,18361,678,"2025-07-30","10:04:59",22961.844,499.15738,2027.5598,40.2302,55.0003,30.6324,36.4114,0.00438168,11.3352,54.5005,21.75,-0.195453,15.7955,96,FALSE,NA,186,"E1","hem",18.16,NA,3.4,3.3,4.4,3.7,3.7,5.08,299.9708276,19.79203372,28.88,348.6428613,0.3486428613,0.973397438229867,0.3766428613,763.563116,0.015272447150117,0.00810731966555996,0.999427217251953,0.760178690893109,0.664051804112256,0.00999121144762921,0.00393222786159423,0.00138810246694023,"2117:2176",1,1.25093082567428,0.0188212942247445
12,28.8,51,1437,1018,"2025-07-30 10:12:00",12,1753884738,20117,356,"2025-07-30","10:12:18",23049.523,551.99591,2027.3162,40.238,55.0003,30.6263,36.4106,0.00438411,11.3356,54.5005,29.75,-0.196252,15.7441,241,FALSE,NA,186,"C1","ro",39.63,NA,4.9,4,5.3,5.1,4.825,5.08,391.1781739,19.79203372,28.88,439.8502076,0.4398502076,0.951499723417478,0.4678502076,763.563116,0.0189708031238936,0.00810731966555996,0.997306471761824,0.294750339802307,0.437906252570156,0.00350420394554195,0.00699233161934824,0.00166543651656535,"2289:2348",1,1.02468308231641,0.00819969680475847
13,28.8,51,1437,1018,"2025-07-30 10:15:00",13,1753884918,20837,217,"2025-07-30","10:15:18",22875.588,434.78348,2026.2518,40.2425,55.0003,30.6189,36.4106,0.00438072,11.3365,54.4998,-14,-0.196252,15.7229,3,FALSE,NA,186,"C1","hem",35.65,NA,3.6,3.6,3,3.1,3.325,5.08,269.5683789,19.79203372,28.88,318.2404126,0.3182404126,0.96999345389765,0.3462404126,763.563116,0.0140396618282281,0.00810731966555996,0.993111132198576,0.704453401444367,0.403605106418449,0.00845179216450377,0.0076435833484005,0.00124480409822746,"2417:2476",1,0.698933733960476,0.0146361940477284
14,28.8,51,1437,1018,"2025-07-30 10:20:00",14,1753885249,22161,351,"2025-07-30","10:20:49",22972.148,508.19138,2019.0269,40.2466,55.0003,30.6144,36.4106,0.00436853,11.3358,54.5005,20.75,-0.196252,15.686,4,FALSE,NA,216,"C1","hem",27.31,NA,5,4.9,5.2,5,5.025,5.08,407.3928132,19.79203372,28.88,456.0648469,0.4560648469,0.845942919371463,0.4840648469,763.563116,0.0196282886286307,0.00810731966555996,0.995521093988119,0.571504068939251,0.446005946651848,0.00605918032786673,0.00951026310285616,0.00166789500095345,"2693:2752",1,1.0798061273144,0.0146696251331389
15,29,50,1476,1018,"2025-07-30 10:25:00",15,1753885534,23301,366,"2025-07-30","10:25:34",23026.434,447.92838,2019.9247,40.2507,55.0003,30.5951,36.4104,0.00437867,11.3356,54.5005,32.5,-0.196252,15.6511,247,FALSE,NA,185,"C1","ro",37.11,NA,5,5.2,5,5.1,5.075,5.08,411.446473,19.79203372,28.88,460.1185067,0.4601185067,0.770352431997166,0.4881185067,763.563116,0.0197795587891703,0.00810731966555996,0.956614926807484,0.884787336234096,0.212317520700195,0.0161321978327347,0.0144848075885054,0.00186487404638539,"2896:2955",1,0.517994485958182,0.0393579837226096
16,29,50,1476,1018,"2025-07-30 10:28:00",16,1753885726,24069,362,"2025-07-30","10:28:46",23380.256,453.68118,2015.9235,40.2544,55.0003,30.5897,36.4106,0.00442065,11.334,54.5005,-37.75,-0.196252,15.6292,51,FALSE,NA,190,"C1","ro",42.68,NA,5.2,5.2,4.9,4.8,5.025,5.08,407.3928132,19.79203372,28.88,456.0648469,0.4560648469,0.874563878153294,0.4840648469,763.563116,0.0196152962151747,0.00810731966555996,0.988574560127944,0.303907567364861,0.359575137538205,0.00480967768824648,0.0122807525752958,0.00231250270741983,"3047:3106",1,0.869975913788881,0.0116367993919425
17,29,50,1476,1018,"2025-07-30 10:33:00",17,1753886005,25185,529,"2025-07-30","10:33:25",23414.926,501.58423,2013.077,40.2565,55.0003,30.5906,36.4098,0.00443542,11.3345,54.5005,-117.5,-0.19705,15.595,190,FALSE,NA,191,"D1","rm",26.17,NA,5.2,5.3,5.2,4.9,5.15,5.08,417.5269628,19.79203372,28.88,466.1989965,0.4661989965,0.616880374196844,0.4941989965,763.563116,0.0200259526542158,0.00810731966555996,0.953976695442202,0.975241912373763,0.170923156710199,0.0317325312586839,0.0121765095183323,0.00163986832269632,"3234:3293",1,0.422198603852773,0.0783827694970917
18,29,50,1476,1018,"2025-07-30 10:37:00",18,1753886251,26169,544,"2025-07-30","10:37:31",22123.555,480.28989,2009.6019,40.2536,55.0003,30.5926,36.4098,0.00419938,11.3393,54.5005,-35.75,-0.19705,15.568,24,FALSE,NA,194,"D1","ro",35.85,NA,3.5,3.1,3.9,3.8,3.575,5.08,289.836678,19.79203372,28.88,338.5087118,0.3385087118,0.95578180244221,0.3665087118,763.563116,0.0148516815328345,0.00810731966555996,0.997274093064989,0.764364861541104,0.724419756876911,0.0124365045846106,0.00911009411891137,0.00166093385798818,"3416:3475",1,1.32705406583795,0.0227822527162577
19,29.4,49,1488,1018,"2025-07-30 10:42:00",19,1753886578,27477,288,"2025-07-30","10:42:58",22336.652,441.2919,2026.0637,40.2577,55.0003,30.5782,36.4094,0.00425491,11.3388,54.5005,-60.75,-0.19705,15.533,224,FALSE,NA,200,"D2","hem",24.94,NA,3.2,3.2,3.9,3.8,3.525,5.08,285.7830182,19.79203372,28.88,334.4550519,0.3344550519,0.978238481960451,0.3624550519,763.563116,0.0146680007839657,0.00810731966555996,0.996022798710976,0.414513302283303,0.518526606279522,0.00416073631563667,0.00778403575258443,0.00117473282448821,"3572:3631",1,0.938133560925749,0.00752772630871934
20,29.4,49,1488,1018,"2025-07-30 10:48:00",20,1753886890,28725,583,"2025-07-30","10:48:10",23089.318,435.53027,2026.4044,40.2651,55.0003,30.5803,36.4098,0.00436827,11.3363,54.5005,-4.25,-0.19705,15.5013,246,FALSE,NA,190,"D2","rm",22.11,NA,2.8,2.6,3.9,3.9,3.3,5.08,267.541549,19.79203372,28.88,316.2135827,0.3162135827,0.863026419098784,0.3442135827,763.563116,0.0139297964655994,0.00810731966555996,0.984418438421321,0.690794140708916,0.286389928035564,0.00724257849402961,0.00812880747062432,0.00109319143991485,"3827:3886",1,0.492068102887308,0.0124440195366333
21,29.4,49,1488,1018,"2025-07-30 10:51:00",21,1753887113,29617,386,"2025-07-30","10:51:53",22763.865,428.73483,2025.8586,40.2634,55.0003,30.5688,36.4098,0.0043242,11.3378,54.5005,-67.75,-0.19705,15.4754,51,FALSE,NA,224,"C2","ro",42.74,NA,5.2,5,4.8,4.4,4.85,5.08,393.2050038,19.79203372,28.88,441.8770375,0.4418770375,0.956958626272632,0.4698770375,763.563116,0.0190152040047134,0.00810731966555996,0.996816425912893,0.849229617171808,0.31322986440678,0.0132689774937469,0.00545158446342806,0.00172183925727012,"3995:4054",1,0.734660777885125,0.0311215450217631
22,29.5,47,1516,1018,"2025-07-30 10:55:00",22,1753887352,30573,380,"2025-07-30","10:55:52",23129.469,414.95541,2031.8501,40.2696,55.0003,30.5594,36.4096,0.00440385,11.3359,54.5005,2.25,-0.19705,15.453,159,FALSE,NA,186,"C2","rm",21.72,NA,4.5,3.8,2.9,3,3.55,5.08,287.8098481,19.79203372,28.88,336.4818818,0.3364818818,0.915434858030212,0.3644818818,763.563116,0.0147451498614082,0.00810731966555996,0.996007564290606,0.999155462293531,0.371980626007224,0.192679394276197,0.00562426616313136,0.00133778449426881,"4175:4234",1,0.67653803011086,0.350434750448644
23,29.8,46,1543,1018,"2025-07-30 11:12:00",23,1753888320,34445,895,"2025-07-30","11:12:00",21260.893,516.50421,2020.8759,40.2647,55.0003,30.5483,36.4086,0.00408832,11.3414,54.5007,59.25,-0.197849,15.3549,85,FALSE,NA,236,"E5","rm",24.02,NA,2.8,2.5,3.5,3.5,3.075,5.08,249.3000797,19.79203372,28.88,297.9721134,0.2979721134,0.980278990328333,0.3259721134,763.563116,0.0131741746259151,0.00810731966555996,0.998516738031218,0.13753096781722,0.552240190052794,0.00201056404557279,0.00454141706621964,0.0010742900149865,"4479:4538",1,0.897375334798955,0.0032671120574512
24,29.8,46,1543,1018,"2025-07-30 11:15:00",24,1753888526,35269,892,"2025-07-30","11:15:26",21583.965,422.24399,2015.3781,40.268,55.001,30.5561,36.4086,0.00416056,11.3413,54.5005,-62.75,-0.197849,15.3373,21,FALSE,NA,205,"E5","rm",20.31,NA,5,4.9,5.8,5,5.175,5.08,419.5537927,19.79203372,28.88,468.2258264,0.4682258264,0.82654263467237,0.4962258264,763.563116,0.0200549845282643,0.00810731966555996,0.969928206521298,0.707514607984371,0.189199302028344,0.00918388163378353,0.0108208265981957,0.00191796951297207,"4598:4657",1,0.46802016344014,0.0227180636354269
25,29.8,46,1543,1018,"2025-07-30 11:21:00",25,1753888897,36753,889,"2025-07-30","11:21:37",21772.203,446.92459,2011.6404,40.2725,55.001,30.559,36.409,0.00416263,11.3403,54.5005,29,-0.197849,15.3031,27,FALSE,NA,188,"E5","hem",29.41,NA,4.9,4.6,4.9,5,4.85,5.08,393.2050038,19.79203372,28.88,441.8770375,0.4418770375,0.621381899678227,0.4698770375,763.563116,0.0189900972821457,0.00810731966555996,0.937356561303374,0.576415477796968,0.165350831342039,0.00758342317311077,0.0131470302187989,0.00199941714183062,"4913:4972",1,0.387307828283604,0.0177629536924279
26,29.8,46,1536,1017,"2025-07-30 11:23:00",26,1753889017,37233,880,"2025-07-30","11:23:37",21034.828,414.52249,2009.0286,40.2696,55.001,30.5544,36.4098,0.00403517,11.3434,54.5005,9.25,-0.19705,15.2917,155,FALSE,NA,198,"E5","ro",39.55,NA,5.7,5.3,5.3,5.2,5.375,5.08,435.768432,19.79203372,28.88,484.4404657,0.4844404657,0.679027061148537,0.5124404657,762.813054,0.0206899556498619,0.00810731966555996,0.994150964747813,0.481027239824492,0.370004333703807,0.00727180605725196,0.0095102301428508,0.00253103411877568,"5004:5063",1,0.944254521887007,0.0185577171032331
27,29.8,46,1536,1017,"2025-07-30 11:27:00",28,1753889249,38161,893,"2025-07-30","11:27:29",21380.713,419.08075,2009.2787,40.2692,55.0018,30.5865,36.4098,0.00409404,11.3425,54.4998,62.25,-0.19705,15.267,246,FALSE,NA,192,"E5","hem",26.45,NA,4.9,5,5.2,5.4,5.125,5.08,415.5001329,19.79203372,28.88,464.1721666,0.4641721666,0.911260537454694,0.4921721666,762.813054,0.0198716162767128,0.00810731966555996,0.992622665702589,0.627740068933053,0.224788725201447,0.00576288413448806,0.00623697582335751,0.00142828543390725,"5208:5267",1,0.550973129813808,0.0141252382898107
28,29.8,46,1536,1017,"2025-07-30 11:32:00",29,1753889536,39309,876,"2025-07-30","11:32:16",21652.467,438.58792,2012.39,40.2745,55.001,30.5536,36.4098,0.00413764,11.3407,54.5005,-0.75,-0.19705,15.24,17,FALSE,NA,189,"E5","hem",32.87,NA,5.1,4.9,5,4.9,4.975,5.08,403.3391534,19.79203372,28.88,452.0111871,0.4520111871,0.903589287732108,0.4800111871,762.813054,0.0193806126512084,0.00810731966555996,0.99110905669488,0.475677550445589,0.296298371214227,0.00503719088635544,0.00880883894730925,0.00165999781094851,"5464:5523",1,0.708303631603536,0.012041445193454
29,29.8,46,1536,1017,"2025-07-30 11:36:00",30,1753889785,40305,905,"2025-07-30","11:36:25",21524.156,409.0658,2013.5503,40.2766,55.001,30.5384,36.4096,0.00413732,11.3412,54.5005,65.25,-0.19705,15.216,81,FALSE,NA,189,"E5","hem",23.93,NA,3.6,3.6,4.2,4.2,3.9,5.08,316.185467,19.79203372,28.88,364.8575007,0.3648575007,0.652901492211522,0.3928575007,762.813054,0.0158617533357662,0.00810731966555996,0.926744554981225,0.542198272676555,0.0999829858294005,0.00628524590165245,0.0072214753635982,0.00148368538965316,"5667:5726",1,0.195614028362088,0.0122969149187682
30,30,45,1547,1017,"2025-07-30 11:40:00",31,1753890058,41397,903,"2025-07-30","11:40:58",21345.555,510.77386,2012.1827,40.2737,55.001,30.5393,36.4098,0.00411761,11.3418,54.5005,40.5,-0.19705,15.1874,170,FALSE,NA,186,"E5","ro",34.78,NA,4.8,5.1,5,4.8,4.925,5.08,399.2854935,19.79203372,28.88,447.9575272,0.4479575272,0.947867608301045,0.4759575272,762.813054,0.0192042665976776,0.00810731966555996,0.992294800524266,0.232927390704895,0.581135953876079,0.00307249791608542,0.0159277988690191,0.00173422717010958,"5860:5919",1,1.37656959983223,0.00727799957758761
1,27,51,1279,1020,"2025-08-12 09:46:00",1,1755006405,15037,429,"2025-08-12","09:46:45",19167.027,549.69952,2045.9852,40.0656,55.001,31.257,36.411,0.00388606,11.3434,54.5005,-25.5,-0.195453,16.0682,182,FALSE,NA,233,"BGS","hem",18.5,16,3.1,2.9,4.4,4.3,3.675,5.08,297.9439977,19.79203372,28.88,346.6160314,0.3466160314,0.996886153041339,0.3746160314,765.06324,0.0153113797966232,0.00810731966555996,0.999464002115522,0.616536762027006,0.626410344262294,0.0051335621005917,0.00359732698483075,0.00100397808761111,"142:201",1,1.18303053107393,0.00969517945192327
2,27,51,1279,1020,"2025-08-12 09:52:00",2,1755006772,16505,431,"2025-08-12","09:52:52",20967.348,496.18625,2071.9771,40.0956,55.001,31.2295,36.4106,0.00412566,11.3375,54.5005,9.75,-0.195453,16.0572,233,FALSE,NA,186,"BGS","bg",16.9,18,3,2.9,4.3,4,3.55,5.08,287.8098481,19.79203372,28.88,336.4818818,0.3364818818,0.986748446351103,0.3644818818,765.06324,0.0148971748495965,0.00810731966555996,0.998579905140437,0.998854155991424,0.434216272020005,0.155976257293681,0.00395080852322042,0.0012746261520263,"332:391",1,0.797871058951911,0.286605891113477
3,27.7,45,1341,1020,"2025-08-12 09:57:00",3,1755007068,17689,444,"2025-08-12","09:57:48",20125.189,496.70712,2057.325,40.1026,55.001,31.2102,36.4108,0.00401315,11.3412,54.5005,40.75,-0.195453,16.0497,197,FALSE,NA,236,"BGS","bg",25.2,19,4.8,4.8,5,4.9,4.875,5.08,395.2318337,19.79203372,28.88,443.9038674,0.4439038674,0.966933692266818,0.4719038674,765.06324,0.0192428696910563,0.00810731966555996,0.997886138780899,0.996023784471586,0.359679125590444,0.0892648763545509,0.00515930876131802,0.00175775870150821,"520:579",1,0.853704902463834,0.211871796664901
4,27.7,45,1341,1020,"2025-08-12 10:03:00",4,1755007402,19025,426,"2025-08-12","10:03:22",21951.109,437.0762,2048.7263,40.1276,55.001,31.2607,36.411,0.00424242,11.3358,54.5013,83.5,-0.195453,16.036,9,FALSE,NA,188,"BGS","rm",24.2,12,3.6,4,3.4,3.2,3.55,5.08,287.8098481,19.79203372,28.88,336.4818818,0.3364818818,0.941730372788239,0.3644818818,765.06324,0.0148625129835679,0.00810731966555996,0.996792654722011,0.993544951371845,0.361952939705474,0.0742620422339652,0.00494223627818817,0.0014408668179717,"679:738",1,0.66353992290023,0.136138774887241
5,27.7,45,1341,1020,"2025-08-12 10:07:00",5,1755007655,20037,424,"2025-08-12","10:07:35",20160.613,418.58884,2049.147,40.1239,55.001,31.243,36.4108,0.00400716,11.342,54.5005,56.5,-0.195453,16.0266,16,FALSE,NA,182,"BGS","rm",17.1,21,3.2,3,4.5,4.4,3.775,5.08,306.0513174,19.79203372,28.88,354.7233511,0.3547233511,0.989351687802819,0.3827233511,765.06324,0.0156063471433667,0.00810731966555996,0.99907076712196,0.997938961172782,0.619070734092806,0.126466190608497,0.00477215345575185,0.00145269855125635,"882:941",1,1.19169259152234,0.24344362304099
6,28.1,46,1386,1020,"2025-08-12 10:11:00",6,1755007868,20889,425,"2025-08-12","10:11:08",20133.291,418.3204,2044.7871,40.1313,55.001,31.2332,36.4106,0.00400827,11.3424,54.5005,7.5,-0.195453,16.0191,72,FALSE,NA,183,"BGS","hem",26.1,11,4.2,4,4.4,4.6,4.3,5.08,348.6147456,19.79203372,28.88,397.2867793,0.3972867793,0.952935615909049,0.4252867793,765.06324,0.0173189335069877,0.00810731966555996,0.996121395336881,0.912172459145169,0.33848839094193,0.0179206946374014,0.00592454841241577,0.00155977363100663,"1054:1113",1,0.723082125466633,0.038282358612629
7,28.1,46,1386,1020,"2025-08-12 10:16:00",7,1755008175,22117,423,"2025-08-12","10:16:15",20500.207,453.6185,2044.8372,40.1403,55.001,31.2151,36.4106,0.0040691,11.3407,54.5005,-33.75,-0.195453,16.0058,150,FALSE,NA,184,"BGS","hem",21,10,4.7,4.2,4.1,5,4.5,5.08,364.829385,19.79203372,28.88,413.5014187,0.4135014187,0.91933858517916,0.4415014187,765.06324,0.0179792415045008,0.00810731966555996,0.985412093844837,0.931682855215004,0.144093030564047,0.0175566518477358,0.00510517441377354,0.00138437124823597,"1279:1338",1,0.319548692107415,0.0389346043578114
8,28.1,46,1386,1020,"2025-08-12 10:20:00",8,1755008417,23085,422,"2025-08-12","10:20:17",20718.217,456.59113,2047.7944,40.1489,55.0003,31.2205,36.4108,0.00407594,11.3398,54.5005,112.75,-0.195453,15.9952,100,FALSE,NA,183,"BGS","rm",18.8,23,3.5,3.5,5.7,4,4.175,5.08,338.480596,19.79203372,28.88,387.1526298,0.3871526298,0.997536398678412,0.4151526298,765.06324,0.0169062410136324,0.00810731966555996,0.99944997848955,0.971763064245951,0.656816957766045,0.0327581189219364,0.00421899902010782,0.00152898528574108,"1453:1512",1,1.36966423527184,0.0683106965672157
9,28.3,46,1429,1020,"2025-08-12 10:24:00",9,1755008681,24141,439,"2025-08-12","10:24:41",21703.469,496.42108,2053.8318,40.1633,55.0003,31.2073,36.4106,0.00411859,11.3365,54.5005,504.75,-0.195453,15.9772,104,FALSE,NA,280,"BGS","hem",35.7,24,4.8,4.9,5.4,4.7,4.95,5.08,401.3123234,19.79203372,28.88,449.9843572,0.4499843572,0.613636503520028,0.4779843572,765.06324,0.019452020288456,0.00810731966555996,0.267802143789431,0.686479457833911,-0.0229046018338401,0.00719726868574987,0.0119317286526055,0.00153235843569265,"1609:1668",1,-0.0549553734094793,0.0172685205804088
10,28.3,46,1429,1020,"2025-08-12 10:31:00",10,1755009086,25761,441,"2025-08-12","10:31:26",21286.688,410.7991,2064.5762,40.1674,55.0005,31.1815,36.4106,0.00420032,11.3384,54.5005,-17.25,-0.195453,15.9489,64,FALSE,NA,184,"BGS","bg",25.7,25,5.6,5.5,5,5.1,5.3,5.08,429.6879423,19.79203372,28.88,478.359976,0.478359976,0.867227125286939,0.506359976,765.06324,0.0206067926241626,0.00810731966555996,0.990568314769031,0.999430343409206,0.294262892192277,0.398077502083927,0.00958312248077445,0.00317188211335305,"1902:1961",1,0.747943173149046,1.01181412256816
11,28.3,46,1429,1020,"2025-08-12 10:37:00",11,1755009423,27109,421,"2025-08-12","10:37:03",20621.924,439.22827,2038.8281,40.1686,55.0003,31.1675,36.4106,0.00409817,11.3403,54.5005,-111,-0.195453,15.9211,223,FALSE,NA,208,"BGS","rm",25,26,3.4,3.4,4.2,4.4,3.85,5.08,312.1318071,19.79203372,28.88,360.8038408,0.3608038408,0.965800001821478,0.3888038408,765.06324,0.01582273579783,0.00810731966555996,0.995083533487264,0.982360310266532,0.293852288413447,0.0306234648513499,0.00529317353568349,0.00105160992534674,"2143:2202",1,0.573499913036003,0.0597666076515283
12,28.7,44,1463,1020,"2025-08-12 10:40:00",12,1755009652,28025,420,"2025-08-12","10:40:52",20609.889,536.98657,2035.3955,40.1711,55.001,31.1548,36.4106,0.00405584,11.3406,54.5005,-7.25,-0.195453,15.9018,247,FALSE,NA,186,"BGS","rm",25.2,27,3.5,3.1,4.9,4.8,4.075,5.08,330.3732764,19.79203372,28.88,379.0453101,0.3790453101,0.999239678509249,0.4070453101,765.06324,0.0165431380262757,0.00810731966555996,0.999772143482198,0.978149243308801,1.25684891469853,0.0354892609058114,0.00508381672714331,0.00142119683957358,"2331:2390",1,2.56462381301657,0.0724165033370247
13,28.7,44,1463,1020,"2025-08-12 10:43:00",13,1755009837,28765,419,"2025-08-12","10:43:57",20224.975,418.36816,2031.5139,40.1748,55.001,31.1442,36.4108,0.00399775,11.3422,54.4998,-12.25,-0.195453,15.8834,88,FALSE,NA,188,"BGS","rm",20.6,28,3.5,3.7,4.4,4.5,4.025,5.08,326.3196165,19.79203372,28.88,374.9916503,0.3749916503,0.99805909284428,0.4029916503,765.06324,0.0163783891594567,0.00810731966555996,0.998635525181824,0.959488002146998,0.55427737593776,0.0220433036954696,0.00543483421669507,0.00120151343750449,"2479:2538",1,1.11974992227769,0.0445318331060967
14,28.7,44,1463,1020,"2025-08-12 10:48:00",14,1755010106,29841,438,"2025-08-12","10:48:26",19568.797,411.97946,2032.0646,40.176,55.0003,31.1433,36.411,0.00388555,11.3444,54.5005,22.25,-0.195453,15.8559,221,FALSE,NA,182,"BGS","hem",18.8,31,3.2,3.1,4.5,4.4,3.8,5.08,308.0781473,19.79203372,28.88,356.750181,0.356750181,0.916387659769818,0.384750181,765.06324,0.0156370192506428,0.00810731966555996,0.998730850646432,0.634917282663778,0.4881076218394,0.00702248680189676,0.00440666868956845,0.00134862333887121,"2654:2713",1,0.941439167806763,0.0135446443261788
15,28.7,44,1463,1020,"2025-08-12 10:52:00",15,1755010338,30769,436,"2025-08-12","10:52:18",20327.086,410.68103,2037.1984,40.1851,55.0003,31.1405,36.4106,0.0040026,11.3417,54.5005,27,-0.195453,15.8308,75,FALSE,NA,182,"BGS","hem",19.5,30,2.9,3.2,3.9,3.3,3.325,5.08,269.5683789,19.79203372,28.88,318.2404126,0.3182404126,0.905176203907221,0.3462404126,765.06324,0.0140719050036697,0.00810731966555996,0.997312010122325,0.415347825258405,0.313684078355096,0.00373319533203627,0.00371152479588237,0.00100945073598487,"2844:2903",1,0.544462625610768,0.00647972107177656
16,28.8,43,1475,1019,"2025-08-12 10:56:00",16,1755010596,31801,435,"2025-08-12","10:56:36",20560.775,452.37735,2051.0847,40.1896,55.0003,31.1331,36.411,0.00403655,11.3404,54.5005,7.5,-0.195453,15.8026,141,FALSE,NA,186,"BGS","bg",19,29,3.2,3.3,4.5,3.9,3.725,5.08,301.9976575,19.79203372,28.88,350.6696913,0.3506696913,0.99748741215036,0.3786696913,764.313178,0.015369715978144,0.00810731966555996,0.999383333124997,0.998544161719859,0.781346681300363,0.134699005279252,0.00483145099571138,0.00128030035396247,"3066:3125",1,1.4812634837956,0.255360037482575
17,28.8,43,1475,1019,"2025-08-12 11:00:00",17,1755010816,32681,414,"2025-08-12","11:00:16",19648.018,447.81354,2054.4407,40.1875,55.0003,31.1224,36.411,0.00390738,11.3441,54.4998,26.25,-0.195453,15.7782,0,FALSE,NA,182,"BGS","bg",27.8,32,4,3.6,4,4.6,4.05,5.08,328.3464465,19.79203372,28.88,377.0184802,0.3770184802,0.987491754376924,0.4050184802,764.313178,0.0164391794474033,0.00810731966555996,0.998168452747697,0.999434514577299,0.397151997221449,0.339764401222569,0.00452952579142517,0.0021517918150636,"3215:3274",1,0.805303505911171,0.688938908535263
18,28.8,43,1475,1019,"2025-08-12 11:04:00",18,1755011077,33725,434,"2025-08-12","11:04:37",19537.855,442.37274,2037.0969,40.19,55.0003,31.1146,36.411,0.00390108,11.3449,54.4998,-27,-0.195453,15.7512,62,FALSE,NA,182,"BGS","bg",25,7,3.5,3.6,4.4,3.6,3.775,5.08,306.0513174,19.79203372,28.88,354.7233511,0.3547233511,0.996035045286435,0.3827233511,764.313178,0.0155342488183196,0.00810731966555996,0.999103532720525,0.995235819908626,0.691148085023619,0.0705715282022791,0.00520873240228722,0.00122845590108929,"3435:3494",1,1.32429295574352,0.135220482700375
19,29,44,1505,1019,"2025-08-12 11:08:00",19,1755011320,34697,418,"2025-08-12","11:08:40",20348.01,485.56833,2034.6362,40.1961,55.001,31.1162,36.411,0.00400304,11.3415,54.5005,-17,-0.195453,15.7186,12,FALSE,NA,183,"BGS","rm",26.7,8,3.6,3.6,4.4,4.4,4,5.08,324.2927866,19.79203372,28.88,372.9648203,0.3729648203,0.997373697257399,0.4009648203,764.313178,0.0162638740421209,0.00810731966555996,0.999561673878913,0.977653086474101,0.888704048902474,0.0326582578494123,0.00490211782171442,0.00130059508409005,"3647:3706",1,1.78280508334617,0.0655148451040214
20,29,44,1505,1019,"2025-08-12 11:12:00",20,1755011552,35625,417,"2025-08-12","11:12:32",19771.84,432.69458,2033.3942,40.1978,55.001,31.1039,36.411,0.0039117,11.3434,54.5005,-29.5,-0.195453,15.6962,104,FALSE,NA,182,"BGS","hem",28.1,9,5.1,4.9,5.5,5.2,5.175,5.08,419.5537927,19.79203372,28.88,468.2258264,0.4682258264,0.949919006640707,0.4962258264,764.313178,0.0201278364794662,0.00810731966555996,0.990789900703251,0.236799660394486,0.194239947207559,0.00314398721867536,0.00610500077670185,0.00183998936647844,"3851:3910",1,0.482234580163659,0.00780549716077571
21,29,44,1505,1019,"2025-08-12 11:15:00",21,1755011757,36445,432,"2025-08-12","11:15:57",19688.936,411.59064,2027.8333,40.2002,55.001,31.0957,36.4106,0.00390917,11.3435,54.5005,-5.75,-0.195453,15.6692,20,FALSE,NA,184,"BGS","hem",31,5,5.9,5.5,5.5,5.2,5.525,5.08,447.9294115,19.79203372,28.88,496.6014452,0.4966014452,0.967564141439971,0.5246014452,764.313178,0.0212788040124411,0.00810731966555996,0.995439696550037,0.876040209004831,0.256569072520144,0.0135330258405121,0.00598479967315306,0.0017544024661902,"3990:4049",1,0.673401720299982,0.0355193351729853
