LABEL,DATE_TIME initial_value,COMMENT,VOLUME_TOTAL,VOLUME,COLLAR_HEIGHT,TA initial_value,FCH4_DRY LIN,FCO2_DRY LIN,FCH4_DRY LIN_R2,FCO2_DRY LIN_R2,FCO2_DRY LIN_SE,FCH4_DRY LIN_SE,DOY initial_value,SWC_2 mean,TS_2 mean,EC_2 mean,PA mean,CH4_DRY mean,CO2_DRY mean,OBSERVATION,FCO2_DRY LIN_dCdt,CH4_DRY DEADBAND,LATITUDE,LONGITUDE,FCH4_DRY LIN_CV,FCH4_DRY LIN_dCdt,FCO2_DRY LIN_CV
356,5/20/25 14:52,,5563.06,4244.1,4,13.52292,-1.57276,3.50263,0.99909,0.99435,0.00398,0.00072,140.61957,0.30878,13.7,0.015,97.45,1964.609,474.1,179,0.49472,90,42.5374,-72.17205,1.13527,-0.22214,1.35314
351,5/20/25 14:56,,5563.06,4244.1,4,13.19565,-2.14602,2.4521,0.99968,0.99668,0.00213,0.00057,140.62263,0.263,13.76667,0.011,97.44,1965.564,442.32,180,0.34587,90,42.53744,-72.17211,1.1051,-0.3027,1.25056
318,5/20/25 15:02,,6040.06,4244.1,5.5,13.11111,-1.28056,2.36475,0.99928,0.98711,0.00374,0.00048,140.62662,0.28867,13.81667,0.01292,97.43,1980.127,451.85,180,0.30717,90,42.53796,-72.1722,1.12573,-0.16634,1.63401
309,5/20/25 15:07,,6199.06,4244.1,6,13.24504,-0.62735,2.68872,0.99735,0.98257,0.00483,0.00044,140.62992,0.40433,13.73389,0.01885,95.81,1949.446,440.94,180,0.34037,90,42.53797,-72.17203,1.21941,-0.07942,1.78919
302,5/20/25 15:11,,6358.06,4244.1,6.5,13.48014,-2.50695,3.92029,0.99956,0.99606,0.00325,0.00069,140.63314,0.23871,14.06222,0.009,97.42,1957.46,464.6,180,0.48436,90,42.53806,-72.172,1.11165,-0.30974,1.27881
677,5/20/25 15:16,,5563.06,4244.1,4,13.40791,-0.06256,2.2578,0.84635,0.98666,0.00395,0.0004,140.63674,0.47732,13.91222,0.02,97.45,1991.446,440.12,180,0.31852,90,42.53778,-72.17175,4.6706,-0.00883,1.64983
670,5/20/25 15:21,,6040.06,4244.1,5.5,13.33919,0.09193,1.30787,0.89812,0.978,0.00272,0.00043,140.63968,0.55878,13.66333,0.01325,97.46,1996.028,423.04,180,0.16992,90,42.53774,-72.17172,3.75181,0.01194,1.93414
236,5/20/25 15:28,,6040.06,4244.1,5.5,13.22937,-1.73571,2.18248,0.99968,0.98485,0.00375,0.00043,140.64478,0.40363,13.43333,0.01542,97.46,1968.24,445.01,179,0.2835,90,42.53793,-72.17258,1.10516,-0.22547,1.71269
165,5/20/25 15:32,,5722.06,4244.1,4.5,13.1087,-1.24767,2.72947,0.99905,0.98942,0.00413,0.00056,140.6478,0.34575,13.25833,0.01208,97.46,1973.841,453.19,180,0.37431,90,42.53803,-72.17255,1.1372,-0.1711,1.54929
175,5/20/25 15:37,,6358.06,4244.1,6.5,13.11315,-1.24131,2.23882,0.99927,0.97722,0.00449,0.00044,140.65135,0.255,13.3,0.008,97.45,1975.808,440.44,180,0.27611,90,42.53813,-72.17257,1.12626,-0.15309,1.95809
176,5/20/25 15:41,,5881.06,4244.1,5,13.05946,-0.95427,2.12974,0.99905,0.97852,0.00449,0.00042,140.65413,0.26552,13.15444,0.01204,97.45,1975.174,444.86,180,0.28404,90,42.53818,-72.17267,1.13725,-0.12727,1.91831
153,5/20/25 15:46,,6040.06,4244.1,5.5,13.05959,-0.77879,2.18076,0.99792,0.9799,0.00432,0.00049,140.65712,0.40056,13.13333,0.01967,97.45,1975.748,449.78,180,0.28322,90,42.53823,-72.17258,1.19264,-0.10115,1.87535
895,5/20/25 15:59,,5563.06,4244.1,4,13.39714,-0.94843,3.17464,0.99862,0.99585,0.00309,0.00053,140.66617,0.33094,13.45444,0.01352,97.25,1983.047,451.29,179,0.44856,90,42.53809,-72.17723,1.16056,-0.13401,1.28935
892,5/20/25 16:03,,5881.06,4244.1,5,13.0325,-0.97914,2.43625,0.99909,0.98936,0.0036,0.00042,140.669,0.42863,13.36667,0.02512,97.26,1980.667,445.62,180,0.32543,90,42.53808,-72.17731,1.13741,-0.13079,1.55291
889,5/20/25 16:07,,5881.06,4244.1,5,12.99458,-0.82179,2.53668,0.99894,0.99449,0.00269,0.00038,140.67176,0.21533,13.21667,0.00833,97.26,1978.068,454.58,180,0.33886,90,42.53808,-72.17731,1.14457,-0.10978,1.34875
893,5/20/25 16:11,,5722.06,4244.1,4.5,12.78746,-0.70637,2.73545,0.99814,0.9924,0.0035,0.00045,140.67488,0.35717,12.92778,0.01889,96.73,1971.69,450.12,179,0.37507,90,42.53809,-72.17736,1.18367,-0.09685,1.43536
880,5/20/25 16:16,,5563.06,4244.1,4,12.82194,-0.9166,2.64501,0.99911,0.99617,0.00247,0.00041,140.67785,0.27317,12.98333,0.008,97.28,1974.527,460.65,179,0.37321,90,42.53814,-72.17733,1.13602,-0.12933,1.27509
876,5/20/25 16:20,,6199.06,4244.1,6,12.682,-1.28565,3.18859,0.99913,0.98578,0.00517,0.00051,140.68086,0.22482,12.9,0.0105,97.28,1972.281,462.99,180,0.40356,90,42.53815,-72.17741,1.13479,-0.16272,1.68175
905,5/20/25 16:24,,5563.06,4244.1,4,12.73185,-1.25802,2.46278,0.99932,0.97972,0.00533,0.00049,140.68374,0.24894,12.86722,0.01194,97.29,1972.906,456.15,179,0.34728,90,42.53807,-72.17734,1.12538,-0.1774,1.88201
903,5/20/25 16:28,,5881.06,4244.1,5,12.67489,-1.35895,2.40079,0.99951,0.98264,0.00454,0.00043,140.68676,0.31712,12.755,0.01012,97.29,1973.846,448.19,180,0.32026,90,42.53802,-72.17737,1.11589,-0.18128,1.78803
411,6/3/25 9:30,,6358.06,4244.1,6.5,18.44463,0.51888,6.04871,0.99622,0.99955,0.00171,0.00043,154.39649,0.244,17.69333,0.008,97.96,1995.52,509.63,179,0.75792,90,42.53728,-72.18336,1.26521,0.06502,1.10495
412,6/3/25 9:35,,6517.06,4244.1,7,18.29801,1.88204,4.42465,0.99932,0.98832,0.00626,0.00064,154.39978,0.33109,17.41222,0.01127,97.96,2032.934,472.53,180,0.54017,90,42.53726,-72.18325,1.11691,0.22976,1.58543
413,6/3/25 9:39,,6676.06,4244.1,7.5,18.01568,2.30532,7.47303,0.99901,0.99821,0.00402,0.00092,154.40259,0.32395,17.04833,0.01045,97.96,2037.265,521.8,179,0.89082,90,42.53732,-72.18323,1.13259,0.2748,1.17222
452,6/3/25 9:43,,5881.06,4244.1,5,17.80065,8.69947,0.78283,0.99388,0.94884,0.00262,0.00983,154.4055,0.71205,16.52667,0.012,97.97,6278.406,421.33,180,0.10576,90,42.53731,-72.18318,1.36749,1.17527,2.70152
432,6/3/25 9:48,,6358.06,4244.1,6.5,17.7406,0.88173,0.41159,0.99849,0.8053,0.00269,0.00046,154.40892,0.74364,15.41111,0.01979,97.96,2016.989,404.83,179,0.05138,90,42.53743,-72.18314,1.15853,0.11007,5.35202
433,6/3/25 9:53,,5881.06,4244.1,5,16.85164,1.59365,0.19567,0.9995,0.47875,0.00293,0.00051,154.41219,0.75689,14.54222,0.015,97.96,2027.046,395.68,180,0.02635,90,42.53752,-72.18311,1.10803,0.21461,11.17562
434,6/3/25 9:58,,6040.06,4244.1,5.5,17.51495,0.0359,4.09029,0.64236,0.99818,0.00244,0.00037,154.41574,0.27407,14.58,0.00847,97.97,2001.073,457.38,180,0.53672,90,42.5375,-72.18291,8.02746,0.00471,1.17387
414,6/3/25 10:03,,6199.06,4244.1,6,17.40813,0.44406,0.76811,0.99354,0.53005,0.00985,0.00049,154.41878,0.55339,14.77222,0.014,97.97,2026.593,412.32,179,0.09812,90,42.53744,-72.18291,1.38195,0.05672,10.09573
436,6/3/25 10:08,,6040.06,4244.1,5.5,17.30987,0.23063,0.41066,0.98403,0.82481,0.00265,0.00041,154.42226,0.70173,14.76056,0.017,97.98,2009.054,407.3,180,0.05388,90,42.53736,-72.18282,1.73623,0.03026,5.03053
435,6/3/25 10:12,,6199.06,4244.1,6,17.09634,2.06732,0.51782,0.9995,0.8832,0.00257,0.00063,154.42556,0.73529,14.82667,0.01176,97.99,2052.208,400.87,180,0.0662,90,42.53739,-72.18277,1.10801,0.2643,4.0248
438,6/3/25 10:17,,5404.06,4244.1,3.5,17.3655,12.58685,0.59488,0.99863,0.9672,0.00171,0.00728,154.42897,0.70513,14.96167,0.00955,98,2241.381,406.28,180,0.08727,90,42.53738,-72.18272,1.15132,1.84641,2.24149
417,6/3/25 10:23,,6199.06,4244.1,6,18.31693,1.61856,3.2889,0.99916,0.99018,0.00448,0.00064,154.43272,0.31774,15.08222,0.013,98,2033.203,456.12,179,0.42222,90,42.53752,-72.1828,1.12479,0.20779,1.51542
418,6/3/25 10:27,,6994.06,4244.1,8.5,18.14479,0.69876,6.91497,0.99781,0.99911,0.0025,0.0004,154.43547,0.38,15.41333,0.013,98.02,2019.274,494.82,179,0.78669,90,42.5375,-72.18279,1.1912,0.0795,1.12701
419,6/3/25 10:32,,6676.06,4244.1,7.5,19.23655,0.40037,2.35756,0.9933,0.98909,0.00315,0.00042,154.43891,0.44444,15.81111,0.017,98.02,2005.157,425.39,180,0.2816,90,42.53749,-72.18255,1.39095,0.04782,1.55636
420,6/3/25 10:36,,6676.06,4244.1,7.5,19.13376,0.68931,1.0931,0.99311,0.98361,0.0018,0.00073,154.44188,0.654,15.96667,0.016,98.03,2013.455,414.4,179,0.13055,90,42.53751,-72.18245,1.39877,0.08233,1.74961
421,6/3/25 10:40,,6835.06,4244.1,8,18.80914,0.47377,1.03014,0.99449,0.93985,0.00324,0.00044,154.4448,0.55944,15.87889,0.01943,98.03,2012.48,418.24,179,0.12001,90,42.53751,-72.18238,1.34094,0.05519,2.90542
441,6/3/25 10:45,,5881.06,4244.1,5,19.25959,5.48805,1.96827,0.99874,0.98033,0.00404,0.00282,154.44839,0.64307,16.8,0.01493,98.04,2222.908,412.58,179,0.26734,90,42.53738,-72.18235,1.1449,0.74541,1.85678
439,6/3/25 10:50,,6835.06,4244.1,8,19.43757,0.8975,1.43817,0.97173,0.98,0.00256,0.00191,154.45178,0.60513,17.21,0.0109,98.04,2023.843,428.58,180,0.16808,90,42.53751,-72.1823,2.11493,0.10489,1.86724
422,6/3/25 10:55,,6199.06,4244.1,6,19.09221,0.25999,1.1741,0.98723,0.9909,0.00155,0.00041,154.45516,0.55782,16.92889,0.01488,98.04,2008.838,421.73,180,0.15123,90,42.5377,-72.18224,1.62411,0.03349,1.48721
423,6/3/25 11:00,,6517.06,4244.1,7,19.6654,23.5992,0.99507,0.99894,0.56547,0.0114,0.01003,154.4584,0.77816,17.02111,0.01,98.05,2638.975,402.79,180,0.122,90,42.53784,-72.18224,1.13458,2.89345,9.40684
425,6/3/25 11:05,,5881.06,4244.1,5,19.51953,7.09605,1.20614,0.99894,0.9444,0.00424,0.00335,154.46231,0.74724,16.93111,0.01438,98.05,2153.912,409.96,180,0.164,90,42.53789,-72.18219,1.13478,0.96483,2.80315
424,6/3/25 11:10,,6517.06,4244.1,7,19.79331,0.18034,1.51172,0.97155,0.9738,0.00324,0.0004,154.4658,0.62722,16.40889,0.01371,98.05,2006.532,423.37,179,0.18535,90,42.53788,-72.18213,2.12014,0.02211,2.05533
426,6/3/25 11:15,,6676.06,4244.1,7.5,20.00244,0.16065,2.04023,0.87476,0.93863,0.00667,0.00078,154.46889,0.184,16.7,0.006,98.04,2006.641,439.16,180,0.2448,90,42.53797,-72.18211,4.17563,0.01928,2.93201
442,6/3/25 11:19,,6676.06,4244.1,7.5,20.92024,0.40602,0.8911,0.99224,0.90601,0.00368,0.00046,154.47219,0.63271,17.79778,0.017,98.04,2017.509,408.72,179,0.10726,90,42.5381,-72.18199,1.43348,0.04887,3.59929
427,6/3/25 11:25,,7153.06,4244.1,9,20.53353,3.52963,3.27765,0.98885,0.98239,0.00524,0.00447,154.47571,0.45495,17.87167,0.017,98.05,2063.478,453.09,180,0.36686,90,42.53816,-72.18194,1.56447,0.39507,1.78969
428,6/3/25 11:29,,6199.06,4244.1,6,20.07017,2.56094,1.2934,0.99541,0.92772,0.00497,0.0024,154.47867,0.783,17.11111,0.01647,98.06,2052.686,415.66,180,0.16713,90,42.53821,-72.18197,1.30046,0.33093,3.16556
429,6/3/25 11:35,,6676.06,4244.1,7.5,21.16655,0.12941,1.20783,0.86723,0.65235,0.01133,0.00065,154.48285,0.765,17.25,0.011,98.05,2000.397,405.01,179,0.14556,90,42.5383,-72.18202,4.30849,0.0156,7.85647
431,6/3/25 11:39,,6199.06,4244.1,6,20.87164,15.35865,1.54654,0.88374,0.86393,0.00849,0.07702,154.48589,0.73046,17.77556,0.01729,98.04,23200.268,405.29,180,0.2006,90,42.53828,-72.1819,4.01434,1.99211,4.36617
443,6/3/25 11:44,,6517.06,4244.1,7,20.56078,0.36066,1.58447,0.99098,0.98974,0.00211,0.00045,154.48917,0.63036,17.63222,0.021,98.05,2009.687,428.51,179,0.19466,90,42.5382,-72.18179,1.48363,0.04431,1.53101
444,6/3/25 11:48,,6199.06,4244.1,6,20.75523,0.40609,2.13523,0.98623,0.78331,0.01549,0.00066,154.49235,0.596,17.66667,0.022,98.06,2023.257,440.99,180,0.27626,90,42.53819,-72.18185,1.65913,0.05254,5.70975
895,6/5/25 9:19,,5563.06,4244.1,4,22.85102,-1.40027,6.71544,0.99874,0.98867,0.01126,0.00078,156.38843,0.41037,22.22722,0.018,97.72,2037.163,528.26,180,0.98647,90,42.53808,-72.1774,1.14675,-0.20569,1.57312
892,6/5/25 9:23,,5881.06,4244.1,5,22.87974,-1.21997,4.6823,0.99915,0.99372,0.00551,0.00053,156.39115,0.38596,21.72167,0.02598,97.73,2044.518,478.12,179,0.65055,90,42.53806,-72.1773,1.12624,-0.1695,1.37487
889,6/5/25 9:27,,5881.06,4244.1,5,22.66726,-1.26345,4.62469,0.99903,0.99411,0.00527,0.00058,156.3939,0.24841,21.47444,0.00922,97.72,2036.341,506.64,180,0.64258,90,42.53811,-72.17731,1.13224,-0.17555,1.35843
893,6/5/25 9:31,,5722.06,4244.1,4.5,22.94998,-0.75542,3.67906,0.99786,0.98218,0.00755,0.00053,156.39704,0.26351,21.5,0.007,97.72,2048.529,468.91,179,0.52585,90,42.53805,-72.17736,1.18979,-0.10797,1.79817
880,6/5/25 9:35,,5563.06,4244.1,4,22.91345,-1.05572,4.14281,0.99906,0.99555,0.00434,0.00051,156.39986,0.26878,21.53167,0.01,97.72,2041.966,482.74,180,0.60896,90,42.53811,-72.17735,1.13088,-0.15518,1.29626
876,6/5/25 9:39,,6199.06,4244.1,6,22.70093,-1.24251,4.52083,0.99927,0.99639,0.00382,0.00047,156.40277,0.18718,21.3,0.00622,97.73,2038.529,491.73,180,0.59609,90,42.53821,-72.17742,1.12019,-0.16383,1.2584
905,6/5/25 9:44,,5563.06,4244.1,4,22.6799,-1.34508,3.61216,0.99917,0.9967,0.00325,0.00061,156.40584,0.19909,21.3,0.00792,97.73,2038.981,467.59,180,0.53015,90,42.53811,-72.1774,1.12538,-0.19741,1.24431
903,6/5/25 9:48,,5881.06,4244.1,5,22.55501,-1.84875,4.48832,0.99965,0.99609,0.00416,0.00051,156.40863,0.24244,21.16722,0.00701,97.72,2027.265,491.12,180,0.62305,90,42.538,-72.17737,1.10093,-0.25664,1.27175
933,6/5/25 10:00,,6517.06,4244.1,7,22.49087,17.7026,0.85276,0.99912,0.94,0.00287,0.00699,156.41734,0.7205,20.95,0.014,97.91,2457.126,451.26,179,0.10672,90,42.53799,-72.17237,1.12601,2.21545,2.90211
236,6/5/25 10:05,,6040.06,4244.1,5.5,22.35875,-1.96059,4.10065,0.9994,0.9881,0.00648,0.00069,156.42059,0.40606,20.36667,0.01,97.91,2009.451,519.19,179,0.55367,90,42.538,-72.17251,1.11179,-0.26472,1.59257
165,6/5/25 10:10,,5722.06,4244.1,4.5,22.91307,-1.59096,5.35277,0.99876,0.99431,0.00617,0.00085,156.424,0.339,20.35889,0.011,97.91,2015.208,544.64,180,0.76481,90,42.53807,-72.17252,1.14429,-0.22732,1.34851
175,6/5/25 10:15,,6358.06,4244.1,6.5,23.77354,-1.46211,3.89399,0.99945,0.99627,0.00327,0.00047,156.42755,0.30728,20.32722,0.00994,97.37,2015.129,484.73,180,0.502,90,42.53815,-72.1726,1.109,-0.18849,1.26202
153,6/5/25 10:19,,6040.06,4244.1,5.5,23.89656,-1.01006,4.94102,0.9988,0.99533,0.00492,0.00051,156.43039,0.34087,20.56222,0.01691,97.36,2031.855,476.48,179,0.67009,90,42.53816,-72.17254,1.14236,-0.13698,1.30607
176,6/5/25 10:23,,5881.06,4244.1,5,24.08838,-1.10899,3.69583,0.99896,0.99306,0.00459,0.00053,156.4333,0.24083,20.81667,0.00933,97.89,2038.625,476.58,180,0.51534,90,42.53818,-72.17269,1.13384,-0.15464,1.40036
318,6/5/25 10:30,,6040.06,4244.1,5.5,23.81038,-1.32192,3.57844,0.99921,0.99353,0.00418,0.00054,156.43767,0.2392,21.21333,0.0094,97.89,2068.956,475.95,180,0.48533,90,42.53801,-72.17215,1.12132,-0.17929,1.38116
309,6/5/25 10:36,,6199.06,4244.1,6,23.73104,-0.8465,4.66162,0.99805,0.98227,0.00883,0.00053,156.44171,0.31654,21.5,0.014,97.89,2045.767,500.79,180,0.61632,90,42.53797,-72.17197,1.17857,-0.11192,1.794
302,6/5/25 10:40,,6358.06,4244.1,6.5,23.95665,-2.83568,6.77818,0.99924,0.99754,0.00462,0.00108,156.44455,0.1116,21.59,0.0055,97.87,2010.692,531.04,180,0.87406,90,42.53808,-72.17198,1.12013,-0.36567,1.20314
677,6/5/25 10:45,,5563.06,4244.1,4,24.1238,-0.006,2.84761,0.01756,0.88806,0.0159,0.00071,156.44815,0.42895,21.63722,0.01734,97.9,2088.362,487.09,180,0.42025,90,42.53776,-72.17181,79.73692,-0.00088,3.93578
670,6/5/25 10:49,,6040.06,4244.1,5.5,24.05375,0.66105,2.08409,0.99609,0.96449,0.00579,0.0006,156.45108,0.67931,21.25556,0.015,97.9,2087.687,453.84,179,0.28327,90,42.53777,-72.17177,1.27037,0.08985,2.31316
351,6/5/25 10:56,,5563.06,4244.1,4,24.92099,-2.25315,3.78489,0.99932,0.95046,0.01364,0.00093,156.45569,0.24617,21.58333,0.01,97.88,2028.9,476.96,180,0.56026,90,42.53746,-72.17214,1.11555,-0.33352,2.66276
217,6/5/25 11:00,,5245.06,4244.1,3,25.01797,-1.76491,3.86302,0.99919,0.96939,0.01149,0.00084,156.45851,0.28093,21.81333,0.01127,97.9,2036.679,478.23,180,0.60654,90,42.53746,-72.17204,1.12206,-0.27711,2.18047
356,6/5/25 11:04,,5563.06,4244.1,4,25.28987,-1.33537,4.97102,0.99932,0.99868,0.00286,0.00055,156.4614,0.37809,21.96667,0.0188,97.91,2033.323,494.54,180,0.73693,90,42.53739,-72.17205,1.11529,-0.19796,1.14742
366,6/5/25 11:08,,6199.06,4244.1,6,25.58842,-2.38982,9.27256,0.9991,0.99421,0.01003,0.00102,156.46448,0.2738,22.03333,0.01,97.9,2014.842,580.24,180,1.23301,90,42.53736,-72.17214,1.12619,-0.31778,1.35194
362,6/5/25 11:12,,5563.06,4244.1,4,25.90761,-2.00025,6.35352,0.99943,0.99591,0.00645,0.00075,156.46725,0.26088,22.19111,0.00931,97.88,2019.859,522.65,179,0.94367,90,42.53733,-72.17216,1.10939,-0.29709,1.2779
544,6/5/25 11:17,,5722.06,4244.1,4.5,26.98157,-1.99393,3.9386,0.99926,0.93406,0.01616,0.00084,156.47064,0.312,22.59111,0.011,97.86,2019.66,470.28,180,0.57049,90,42.53726,-72.17247,1.11789,-0.28881,3.03116
529,6/5/25 11:22,,5881.06,4244.1,5,27.15683,-1.26488,4.18837,0.99824,0.84059,0.02741,0.0008,156.47367,0.09561,22.72833,0.00362,97.86,2032.678,491.97,179,0.59035,90,42.53741,-72.17252,1.16861,-0.17828,4.76607
288,6/5/25 11:28,,5563.06,4244.1,4,26.96758,-1.551,6.18026,0.99928,0.99835,0.00398,0.00066,156.47807,0.22282,23.56333,0.00594,97.81,2022.836,516.66,180,0.92017,90,42.53698,-72.17338,1.11725,-0.23093,1.16369
583,6/5/25 11:32,,5881.06,4244.1,5,27.62059,-2.76306,5.61285,0.99958,0.98214,0.01141,0.00085,156.48108,0.229,23.82,0.006,97.8,2000.782,501.62,180,0.79372,90,42.53679,-72.17328,1.10177,-0.39073,1.79804
386,6/5/25 11:37,,5722.06,4244.1,4.5,28.39581,-2.65176,3.75753,0.99975,0.99675,0.00333,0.00064,156.48419,0.17966,24.17111,0.00935,97.79,2014.774,453.07,180,0.54654,90,42.53666,-72.17323,1.09264,-0.38571,1.23967
380,6/5/25 11:41,,5563.06,4244.1,4,29.02584,-2.69122,4.43149,0.99971,0.99126,0.00666,0.00073,156.48731,0.324,24.67556,0.00558,97.8,2005.593,473.29,179,0.66567,90,42.53672,-72.17307,1.09461,-0.40426,1.47218
411,6/16/25 9:22,,6358.06,4244.1,6.5,19.18682,0.4356,7.80549,0.99267,0.98646,0.01227,0.0005,167.39041,0.253,19.11333,0.011,98.16,2025.176,502.48,180,0.98254,90,42.53725,-72.18331,1.41575,0.05483,1.65075
412,6/16/25 9:26,,6517.06,4244.1,7,18.73015,10.7243,7.35731,0.99938,0.99848,0.00376,0.00349,167.39333,0.30317,18.9,0.01333,98.16,2242.657,507.61,179,0.90317,90,42.53726,-72.18323,1.11184,1.31649,1.1572
413,6/16/25 9:30,,6676.06,4244.1,7.5,19.00766,4.49796,9.25053,0.99936,0.99319,0.0098,0.00145,167.39628,0.2255,18.41667,0.00825,98.16,2109.162,527.36,179,1.10962,90,42.53732,-72.1832,1.11263,0.53954,1.39454
452,6/16/25 9:34,,5881.06,4244.1,5,18.84345,53.41784,1.93391,0.99787,0.98363,0.00362,0.03582,167.39913,0.589,18.17111,0.01338,98.16,12673.056,422.83,180,0.26302,90,42.53725,-72.18317,1.18683,7.26506,1.74818
432,6/16/25 9:39,,6358.06,4244.1,6.5,18.70161,7.22133,1.28978,0.99983,0.98389,0.00221,0.00125,167.40249,0.60464,17.78611,0.02057,98.17,2109.248,402.34,179,0.16193,90,42.53745,-72.18311,1.08839,0.90662,1.73945
433,6/16/25 9:44,,5881.06,4244.1,5,18.3827,6.6885,0.61517,0.99561,0.39966,0.0109,0.00642,167.40559,0.63607,17.36167,0.00962,98.17,2180.075,392.56,179,0.08345,90,42.53751,-72.18314,1.29107,0.90735,13.10953
414,6/16/25 9:48,,6199.06,4244.1,6,18.72384,0.99838,1.68592,0.99921,0.98611,0.00275,0.00039,167.40898,0.73032,16.99444,0.017,98.17,2102.788,414.33,179,0.2176,90,42.53742,-72.18288,1.12044,0.12886,1.66314
436,6/16/25 9:53,,6040.06,4244.1,5.5,18.82939,8.52769,1.84205,0.99907,0.74411,0.01524,0.00367,167.41216,0.59074,16.85111,0.01722,98.17,2141.049,409.12,180,0.24375,90,42.53735,-72.18275,1.12754,1.12844,6.34377
435,6/16/25 9:58,,6199.06,4244.1,6,18.46508,38.54111,1.38094,0.99838,0.94402,0.00462,0.02135,167.41563,0.51213,17,0.007,98.17,2662.131,400.09,179,0.17788,90,42.53734,-72.18272,1.16217,4.96459,2.81139
438,6/16/25 10:02,,5404.06,4244.1,3.5,18.60374,9.07548,0.99859,0.99145,0.94591,0.00377,0.01329,167.41852,0.64733,17.09278,0.01299,98.16,4192.509,390.59,180,0.14773,90,42.53737,-72.18265,1.46481,1.34259,2.76831
434,6/16/25 10:07,,6040.06,4244.1,5.5,19.1047,0.75516,5.34507,0.99833,0.99812,0.00328,0.00044,167.42204,0.40206,17.09444,0.01422,98.16,2035.658,462.62,179,0.70835,90,42.5375,-72.18295,1.16448,0.10008,1.17468
418,6/16/25 10:12,,6994.06,4244.1,8.5,19.5086,1.37719,6.85647,0.99701,0.99912,0.00248,0.00092,167.42545,0.36483,17.375,0.01308,98.16,2284.405,492.44,179,0.78614,90,42.53753,-72.18276,1.22699,0.1579,1.12457
417,6/16/25 10:16,,6199.06,4244.1,6,19.39094,2.72007,5.48469,0.99862,0.99696,0.00416,0.00139,167.42846,0.28063,17.70667,0.01,98.16,2062.075,491.39,180,0.70661,90,42.53752,-72.18278,1.14973,0.35044,1.22946
419,6/16/25 10:22,,6676.06,4244.1,7.5,20.07916,1.50604,3.24326,0.99662,0.99394,0.00325,0.00112,167.43227,0.44381,18.08611,0.017,98.17,2126.972,436.76,180,0.39014,90,42.53753,-72.18252,1.24483,0.18117,1.36292
420,6/16/25 10:26,,6676.06,4244.1,7.5,19.7442,0.8993,2.06077,0.9976,0.98471,0.00329,0.00057,167.43539,0.53862,18.84444,0.01367,98.18,2034.64,425.35,179,0.24769,90,42.5375,-72.18244,1.19927,0.10809,1.71166
421,6/16/25 10:31,,6835.06,4244.1,8,19.56344,3.0835,3.19696,0.99857,0.99505,0.00282,0.00146,167.43834,0.55822,18.85556,0.015,98.18,2052.721,440.18,180,0.3748,90,42.53755,-72.18242,1.15225,0.3615,1.31524
441,6/16/25 10:38,,5881.06,4244.1,5,20.16398,93.08662,2.46993,0.99366,0.9752,0.00573,0.10814,167.44338,0.46319,18.63333,0.01027,98.19,4926.259,414.07,179,0.33688,90,42.5374,-72.18236,1.37456,12.69624,2.01343
439,6/16/25 10:44,,6835.06,4244.1,8,20.45433,8.98183,2.377,0.99929,0.96922,0.00531,0.00301,167.44772,0.59619,18.77889,0.0169,98.18,2149.912,428.12,179,0.27935,90,42.53758,-72.18229,1.11577,1.05557,2.18473
423,6/16/25 10:50,,6517.06,4244.1,7,20.8671,42.90836,2.10157,0.99961,0.98269,0.00367,0.01116,167.4517,0.63839,19.07,0.01198,98.17,6761.591,403.83,180,0.25966,90,42.53786,-72.18228,1.09917,5.30163,1.77925
425,6/16/25 10:55,,5881.06,4244.1,5,20.85968,6.23886,1.81798,0.99757,0.97406,0.00433,0.0045,167.45488,0.62373,19.96444,0.01029,98.17,2203.257,410.86,179,0.24902,90,42.53788,-72.18225,1.2004,0.85459,2.04681
424,6/16/25 10:59,,6517.06,4244.1,7,20.5705,1.0193,2.48299,0.99871,0.98497,0.00404,0.00048,167.45821,0.49607,20.01111,0.01076,98.16,2029.96,424.8,180,0.30659,90,42.53785,-72.1822,1.14506,0.12586,1.70256
426,6/16/25 11:04,,6676.06,4244.1,7.5,20.57815,1.26566,4.82176,0.99918,0.99762,0.00303,0.00047,167.46137,0.21026,19.815,0.00662,98.15,2049.485,446.78,180,0.58141,90,42.53798,-72.18217,1.12154,0.15261,1.19824
442,6/16/25 11:09,,6676.06,4244.1,7.5,21.3706,80.54136,2.9994,0.99928,0.9908,0.00371,0.02772,167.46515,0.43187,20.00222,0.01271,98.14,4957.816,434.99,180,0.3612,90,42.53804,-72.18206,1.11598,9.69923,1.48967
427,6/16/25 11:14,,7153.06,4244.1,9,21.1237,3.78546,4.48841,0.99915,0.99664,0.00312,0.00132,167.46866,0.47369,19.80056,0.01691,98.13,2046.812,448.27,180,0.50465,90,42.53816,-72.18199,1.12264,0.42562,1.24389
428,6/16/25 11:19,,6199.06,4244.1,6,20.48869,9.75074,2.22638,0.99683,0.97349,0.00507,0.0076,167.47181,0.57648,19.29778,0.01258,98.13,2977.247,421.77,180,0.28843,90,42.53822,-72.18202,1.23542,1.26324,2.06389
429,6/16/25 11:24,,6676.06,4244.1,7.5,20.88635,1.4128,1.275,0.99912,0.94124,0.00409,0.00054,167.47521,0.452,18.91333,0.0088,98.12,2007.884,416.17,179,0.15338,90,42.53827,-72.18197,1.12491,0.16996,2.87386
